benchmark	path	metric	runs	min_ms	median_ms	max_ms	mean_ms	values_ms
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.pipeline.elab_pipeline.presolution.finalize.post_rewrite_validate	1	0.582	0.582	0.582	0.582	0.582
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.pipeline.elab_pipeline.presolution.finalize.rigidify_validate	1	0.578	0.578	0.578	0.578	0.578
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.pipeline.elab_pipeline.presolution.finalize.normalize_witnesses	1	0.655	0.655	0.655	0.655	0.655
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.pipeline.elab_pipeline.presolution.finalize.post_witness_validate	1	0.508	0.508	0.508	0.508	0.508
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.pipeline.elab_pipeline.presolution.post_validate	1	0.559	0.559	0.559	0.559	0.559
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.pipeline.elab_pipeline.presolution	1	27.636	27.636	27.636	27.636	27.636
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.pipeline.elab_pipeline.prepare_generalization	1	1.225	1.225	1.225	1.225	1.225
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.pipeline.elab_pipeline.elaborate	1	3.316	3.316	3.316	3.316	3.316
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.pipeline.elab_pipeline.generalize_root	1	0.746	0.746	0.746	0.746	0.746
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.pipeline.elab_pipeline.subst_root	1	0.475	0.475	0.475	0.475	0.475
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.pipeline.elab_pipeline.close_term	1	0.483	0.483	0.483	0.483	0.483
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.pipeline.elab_pipeline.freshen_type_abs	1	0.507	0.507	0.507	0.507	0.507
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.pipeline.elab_pipeline.final_typecheck	1	0.517	0.517	0.517	0.517	0.517
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.pipeline.elab_pipeline.result_type_reconstruction	1	0.995	0.995	0.995	0.995	0.995
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.pipeline	1	47.019	47.019	47.019	47.019	47.019
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.deferred_obligations	1	0.350	0.350	0.350	0.350	0.350
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.extract_bindings	1	0.383	0.383	0.383	0.383	0.383
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.binding_1_check	1	0.488	0.488	0.488	0.488	0.488
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize.group_2.binding_2_check	1	0.427	0.427	0.427	0.427	0.427
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.instance_methods_group_finalize	1	751.343	751.343	751.343	751.343	751.343
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.module.Prelude.instance-bindings	1	776.514	776.514	776.514	776.514	776.514
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.def_putStrLn_lower	1	0.305	0.305	0.305	0.305	0.305
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.def_getLine_lower	1	0.266	0.266	0.266	0.266	0.266
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.def_putStr_lower	1	0.272	0.272	0.272	0.272	0.272
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.def_readFile_lower	1	0.260	0.260	0.260	0.260	0.260
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.def_writeFile_lower	1	0.258	0.258	0.258	0.258	0.258
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.def_appendFile_lower	1	0.284	0.284	0.284	0.284	0.284
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.def_exitWith_lower	1	0.256	0.256	0.256	0.256	0.256
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.def_newIORef_lower	1	0.253	0.253	0.253	0.253	0.253
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.def_readIORef_lower	1	0.262	0.262	0.262	0.262	0.262
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.def_writeIORef_lower	1	0.261	0.261	0.261	0.261	0.261
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.def_getArgs_lower	1	0.271	0.271	0.271	0.271	0.271
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.Prelude.def_stringLength_lower	1	0.245	0.245	0.245	0.245	0.245
