benchmark	path	metric	runs	min_ms	median_ms	max_ms	mean_ms	values_ms
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallDoneNatConstructorSpan_lower	1	0.404	0.404	0.404	0.404	0.404
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallStepConstructorSpan_lower	1	0.365	0.365	0.365	0.365	0.365
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallSomeExprDataSpan_lower	1	0.365	0.365	0.365	0.365	0.365
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallSomeExprConstructorSpan_lower	1	0.439	0.439	0.439	0.439	0.439
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallUnwrapSomeDefSpan_lower	1	0.385	0.385	0.385	0.385	0.385
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallMainDefSpan_lower	1	0.397	0.397	0.397	0.397	0.397
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_constructorForallDotSpan_lower	1	0.375	0.375	0.375	0.375	0.375
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_qualifiedImportReferencesModuleSpan_lower	1	0.488	0.488	0.488	0.488	0.488
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_qualifiedImportReferencesImportModuleSpan_lower	1	0.477	0.477	0.477	0.477	0.477
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_qualifiedImportReferencesAliasSpan_lower	1	0.366	0.366	0.366	0.366	0.366
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_qualifiedImportReferencesExposingEqSpan_lower	1	0.483	0.483	0.483	0.483	0.483
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_qualifiedImportReferencesExposingTokenSpan_lower	1	0.400	0.400	0.400	0.400	0.400
